Line,CPT-4 Code,CPT-4 Procedure
Surgery - Cardiovascular Sys,36514,Apheresis plasma
Surgery - Cardiovascular Sys,36515,"Apheresis, adsorp/reinfuse"
Surgery - Cardiovascular Sys,36516,"Apheresis, selective"
Surgery - Cardiovascular Sys,36520,No Longer Valid
Surgery - Cardiovascular Sys,36521,No Longer Valid
Surgery - Cardiovascular Sys,36522,Photopheresis
Surgery - Cardiovascular Sys,36530,No Longer Valid
Surgery - Cardiovascular Sys,36531,No Longer Valid
Surgery - Cardiovascular Sys,36532,No Longer Valid
Surgery - Cardiovascular Sys,36533,No Longer Valid
Surgery - Cardiovascular Sys,36534,No Longer Valid
Surgery - Cardiovascular Sys,36535,No Longer Valid
Surgery - Cardiovascular Sys,36536,No Longer Valid
Surgery - Cardiovascular Sys,36537,No Longer Valid No Longer Valid - 08 Collect blood venous
Surgery - Cardiovascular Sys,36540,device
Surgery - Cardiovascular Sys,36550,No Longer Valid - 08 Declot vascular device
Cardiac Catheterization,36555,Insert non-tunnel cv cath
Cardiac Catheterization,36556,Insert non-tunnel cv cath
Cardiac Catheterization,36557,Insert tunneled cv cath
Cardiac Catheterization,36558,Insert tunneled cv cath
Cardiac Catheterization,36560,Insert tunneled cv cath
Cardiac Catheterization,36561,Insert tunneled cv cath
Cardiac Catheterization,36563,Insert tunneled cv cath
Cardiac Catheterization,36565,Insert tunneled cv cath
Cardiac Catheterization,36566,Insert tunneled cv cath
Cardiac Catheterization,36568,Insert PICC Cath
Cardiac Catheterization,36569,Insert PICC Cath
Cardiac Catheterization,36570,Insert PICVAD Cath
Cardiac Catheterization,36571,Insert PICVAD Cath
Cardiac Catheterization,36575,Repair tunneled cv cath
Cardiac Catheterization,36576,Repair tunneled cv cath
Cardiac Catheterization,36578,Replace tunneled cv cath
Cardiac Catheterization,36580,Replace CVAD Cath
Cardiac Catheterization,36581,Replace tunneled cv cath
Cardiac Catheterization,36582,Replace tunneled cv cath
Cardiac Catheterization,36583,Replace tunneled cv cath
Cardiac Catheterization,36584,Replace PICC Cath
Cardiac Catheterization,36585,Replace PICVAD Cath
Cardiac Catheterization,36589,Removal tunneled cv cath
Cardiac Catheterization,36590,Removal tunneled cv cath
Other Medical Services,36591,Draw Blood Off Venous Device
Other Medical Services,36592,Collect Blood From Picc
Other Medical Services,36593,Declot Vascular Device
Cardiac Catheterization,36595,Mech remov tunneled cv cath
Cardiac Catheterization,36596,Mech remov tunneled cv cath
Cardiac Catheterization,36597,Reposition venous catheter
Surgery - Cardiovascular Sys,36598,"Inj w/fluor, eval cv device"
Surgery - Cardiovascular Sys,36600,Withdrawal of arterial blood
Surgery - Cardiovascular Sys,36620,"Insertion catheter, artery"
Surgery - Cardiovascular Sys,36625,"Insertion catheter, artery"
Surgery - Cardiovascular Sys,36640,"Insertion catheter, artery"
Surgery - Cardiovascular Sys,36660,"Insertion catheter, artery"
Surgery - Cardiovascular Sys,36680,"Insert needle, bone cavity"
Surgery - Cardiovascular Sys,36800,Insertion of cannula
Surgery - Cardiovascular Sys,36810,Insertion of cannula
Surgery - Cardiovascular Sys,36815,Insertion of cannula
Surgery - Cardiovascular Sys,36818,"Av fuse, uppr arm, cephalic"
Surgery - Cardiovascular Sys,36819,"Av fuse, uppr arm, basilic"
Surgery - Cardiovascular Sys,36820,Av fusion/forearm vein
Surgery - Cardiovascular Sys,36821,Av fusion direct any site
Surgery - Cardiovascular Sys,36822,Insertion of cannula(s)
Surgery - Cardiovascular Sys,36823,Insertion of cannula(s)
Surgery - Cardiovascular Sys,36825,Artery-vein autograft
Surgery - Cardiovascular Sys,36830,Artery-vein nonautograft
Surgery - Cardiovascular Sys,36831,Open thrombect av fistula
Surgery - Cardiovascular Sys,36832,"Av fistula revision, open"
Surgery - Cardiovascular Sys,36833,Av fistula revision
Surgery - Cardiovascular Sys,36834,Repair A-V aneurysm
Surgery - Cardiovascular Sys,36835,Artery to vein shunt
Surgery - Cardiovascular Sys,36838,"Dist revas ligation, hemo"
Surgery - Cardiovascular Sys,36840,No Longer Valid
Surgery - Cardiovascular Sys,36845,No Longer Valid
Surgery - Cardiovascular Sys,36860,External cannula declotting
Surgery - Cardiovascular Sys,36861,Cannula declotting
Surgery - Cardiovascular Sys,36870,Percut thrombect av fistula
Surgery - Cardiovascular Sys,37140,Revision of circulation
Surgery - Cardiovascular Sys,37145,Revision of circulation
Surgery - Cardiovascular Sys,37160,Revision of circulation
Surgery - Cardiovascular Sys,37180,Revision of circulation
Surgery - Cardiovascular Sys,37181,Splice spleen/kidney veins
Surgery - Cardiovascular Sys,37182,Insert hepatic shunt (tips)
Surgery - Cardiovascular Sys,37183,Remove hepatic shunt (tips)
Surgery - Cardiovascular Sys,37184,Prim art mech thrombectomy
Surgery - Cardiovascular Sys,37185,Prim art m-thrombect add-on
Surgery - Cardiovascular Sys,37186,Sec art m-thrombect add-on
Surgery - Cardiovascular Sys,37187,Venous mech thrombectomy
Surgery - Cardiovascular Sys,37188,Venous m-thrombectomy add-on
Surgery - Cardiovascular Sys,37190,No Longer Valid
Surgery - Cardiovascular Sys,37195,"Thrombolytic therapy, stroke"
Surgery - Cardiovascular Sys,37200,Transcatheter biopsy
Surgery - Cardiovascular Sys,37201,Transcatheter therapy infuse
Surgery - Cardiovascular Sys,37202,Transcatheter therapy infuse
Surgery - Cardiovascular Sys,37203,Transcatheter retrieval
Surgery - Cardiovascular Sys,37204,Transcatheter occlusion
Surgery - Cardiovascular Sys,37205,"Transcath IV Stent, Percut"
Surgery - Cardiovascular Sys,37206,Transcath IV Stent/Perc Addl
Surgery - Cardiovascular Sys,37207,"Transcath IV Stent, Open"
Surgery - Cardiovascular Sys,37208,Transcath IV Stent/Open Addl
Surgery - Cardiovascular Sys,37209,Change IV Cath At Thromb Tx
Surgery - Female Genital Sys,37210,Embolization Uterine Fibroid
Surgery - Cardiovascular Sys,37215,"Transcath stent, cca w/eps"
Surgery - Cardiovascular Sys,37216,"Transcath stent, cca w/o eps"
Surgery - Cardiovascular Sys,37250,Iv us first vessel add-on
Surgery - Cardiovascular Sys,37251,Iv us each add vessel add-on
Surgery - Cardiovascular Sys,37500,Endoscopy ligate perf veins
Surgery - Cardiovascular Sys,37501,Vascular endoscopy procedure
Surgery - Cardiovascular Sys,37565,Ligation of neck vein
Surgery - Cardiovascular Sys,37600,Ligation of neck artery
Surgery - Cardiovascular Sys,37605,Ligation of neck artery
Surgery - Cardiovascular Sys,37606,Ligation of neck artery
Surgery - Cardiovascular Sys,37607,Ligation of a-v fistula
Surgery - Cardiovascular Sys,37609,Temporal artery procedure
Surgery - Cardiovascular Sys,37615,Ligation of neck artery
Surgery - Cardiovascular Sys,37616,Ligation of chest artery
Surgery - Cardiovascular Sys,37617,Ligation of abdomen artery
Surgery - Cardiovascular Sys,37618,Ligation of extremity artery
Surgery - Cardiovascular Sys,37620,Revision of major vein
Surgery - Cardiovascular Sys,37650,Revision of major vein
Surgery - Cardiovascular Sys,37660,Revision of major vein
Surgery - Cardiovascular Sys,37700,Revise leg vein
Surgery - Cardiovascular Sys,37718,Ligate/strip short leg vein
Surgery - Cardiovascular Sys,37720,No Longer Valid - 06 Removal of leg vein
Surgery - Cardiovascular Sys,37722,Ligate/strip long leg vein
Surgery - Cardiovascular Sys,37730,No Longer Valid - 06 Removal of leg veins
Surgery - Cardiovascular Sys,37735,Removal of leg veins/lesion
Surgery - Cardiovascular Sys,37760,"Ligation, leg veins, open"
Surgery - Cardiovascular Sys,37765,Phleb veins - extrem - to 20
Surgery - Cardiovascular Sys,37766,Phleb veins - extrem 20+
Surgery - Cardiovascular Sys,37780,Revision of leg vein
Surgery - Cardiovascular Sys,37785,Ligate/divide/excise vein
Surgery - Cardiovascular Sys,37788,"Revascularization, penis"
Surgery - Cardiovascular Sys,37790,Penile venous occlusion
Surgery - Cardiovascular Sys,37799,Vascular surgery procedure
Surgery - GeneralSurgery - Hemic and Lymph,38100,"Removal of spleen, total"
Surgery - GeneralSurgery - Hemic and Lymph,38101,"Removal of spleen, partial"
Surgery - GeneralSurgery - Hemic and Lymph,38102,"Removal of spleen, total"
Surgery - GeneralSurgery - Hemic and Lymph,38115,Repair of ruptured spleen
Laparoscopy,38120,"Laparoscopy, splenectomy"
Laparoscopy,38129,"Laparoscope proc, spleen"
Surgery - GeneralSurgery - Hemic and Lymph,38200,Injection for spleen x-ray
Surgery - GeneralSurgery - Hemic and Lymph,38204,Bl donor search management
Surgery - GeneralSurgery - Hemic and Lymph,38205,Harvest allogenic stem cells
Surgery - GeneralSurgery - Hemic and Lymph,38206,Harvest auto stem cells
Surgery - GeneralSurgery - Hemic and Lymph,38207,Cryopreserve stem cells
Surgery - GeneralSurgery - Hemic and Lymph,38208,Thaw preserved stem cells
Surgery - GeneralSurgery - Hemic and Lymph,38209,Wash harvest stem cells
Surgery - GeneralSurgery - Hemic and Lymph,38210,T-cell depletion of harvest
Surgery - GeneralSurgery - Hemic and Lymph,38211,Tumor cell deplete of harvst
Surgery - GeneralSurgery - Hemic and Lymph,38212,RBC depletion of harvest
Surgery - GeneralSurgery - Hemic and Lymph,38213,Platelet deplete of harvest
Surgery - GeneralSurgery - Hemic and Lymph,38214,Volume deplete of harvest
Surgery - GeneralSurgery - Hemic and Lymph,38215,Harvest stem cell concentrte
Surgery - GeneralSurgery - Hemic and Lymph,38220,Bone marrow aspiration
Surgery - GeneralSurgery - Hemic and Lymph,38221,Bone marrow biopsy
Surgery - GeneralSurgery - Hemic and Lymph,38230,Bone marrow collection
Surgery - GeneralSurgery - Hemic and Lymph,38231,No Longer Valid
Surgery - GeneralSurgery - Hemic and Lymph,38240,Bone marrow/stem transplant
Surgery - GeneralSurgery - Hemic and Lymph,38241,Bone marrow/stem transplant
Surgery - GeneralSurgery - Hemic and Lymph,38242,Lymphocyte infuse transplant
Surgery - GeneralSurgery - Hemic and Lymph,38300,"Drainage, lymph node lesion"
Surgery - GeneralSurgery - Hemic and Lymph,38305,"Drainage, lymph node lesion"
Surgery - GeneralSurgery - Hemic and Lymph,38308,Incision of lymph channels
Surgery - GeneralSurgery - Hemic and Lymph,38380,Thoracic duct procedure
Surgery - GeneralSurgery - Hemic and Lymph,38381,Thoracic duct procedure
Surgery - GeneralSurgery - Hemic and Lymph,38382,Thoracic duct procedure
Surgery - GeneralSurgery - Hemic and Lymph,38500,"Biopsy/removal, lymph nodes"
Surgery - GeneralSurgery - Hemic and Lymph,38505,"Needle biopsy, lymph nodes"
Surgery - GeneralSurgery - Hemic and Lymph,38510,"Biopsy/removal, lymph nodes"
Surgery - GeneralSurgery - Hemic and Lymph,38520,"Biopsy/removal, lymph nodes"
Surgery - GeneralSurgery - Hemic and Lymph,38525,"Biopsy/removal, lymph nodes"
Surgery - GeneralSurgery - Hemic and Lymph,38530,"Biopsy/removal, lymph nodes"
Surgery - GeneralSurgery - Hemic and Lymph,38542,"Explore deep node(s), neck"
Surgery - GeneralSurgery - Hemic and Lymph,38550,"Removal, neck/armpit lesion"
Surgery - GeneralSurgery - Hemic and Lymph,38555,"Removal, neck/armpit lesion"
Surgery - GeneralSurgery - Hemic and Lymph,38562,"Removal, pelvic lymph nodes"
Surgery - GeneralSurgery - Hemic and Lymph,38564,"Removal, abdomen lymph nodes"
Laparoscopy,38570,"Laparoscopy, lymph node biop"
Laparoscopy,38571,"Laparoscopy, lymphadenectomy"
Laparoscopy,38572,"Laparoscopy, lymphadenectomy"
Laparoscopy,38589,"Laparoscope proc, lymphatic"
Surgery - GeneralSurgery - Hemic and Lymph,38700,"Removal of lymph nodes, neck"
Surgery - GeneralSurgery - Hemic and Lymph,38720,"Removal of lymph nodes, neck"
Surgery - GeneralSurgery - Hemic and Lymph,38724,"Removal of lymph nodes, neck"
Surgery - GeneralSurgery - Hemic and Lymph,38740,Remove armpit lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38745,Remove armpit lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38746,Remove thoracic lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38747,Remove abdominal lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38760,Remove groin lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38765,Remove groin lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38770,Remove pelvis lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38780,Remove abdomen lymph nodes
Surgery - GeneralSurgery - Hemic and Lymph,38790,Inject for lymphatic x-ray
Surgery - GeneralSurgery - Hemic and Lymph,38792,Identify sentinel node
Surgery - GeneralSurgery - Hemic and Lymph,38794,Access thoracic lymph duct
Sys Surgery - Integumentary,38999,Blood/lymph system procedure
Surgery - General,39000,Exploration of chest
Surgery - General,39010,Exploration of chest
Surgery - General,39020,No Longer Valid
Surgery - General,39200,Removal chest lesion
Surgery - General,39220,Removal chest lesion
Surgery - General,39400,Visualization of chest
Surgery - General,39499,Chest procedure
Surgery - General,39501,Repair diaphragm laceration
Surgery - General,39502,Repair paraesophageal hernia
Surgery - General,39503,Repair of diaphragm hernia
Surgery - General,39520,Repair of diaphragm hernia
Surgery - General,39530,Repair of diaphragm hernia
Surgery - General,39531,Repair of diaphragm hernia
Surgery - General,39540,Repair of diaphragm hernia
Surgery - General,39541,Repair of diaphragm hernia
Surgery - General,39545,Revision of diaphragm
Surgery - General,39547,No Longer Valid
Surgery - General,39560,"Resect diaphragm, simple"
Surgery - General,39561,"Resect diaphragm, complex"
Surgery - General,39599,Diaphragm surgery procedure
Surgery - Digestive System,40490,Biopsy of lip
Surgery - Digestive System,40500,Partial excision of lip
Surgery - Digestive System,40510,Partial excision of lip
Surgery - Digestive System,40520,Partial excision of lip
Surgery - Digestive System,40525,Reconstruct lip with flap
Surgery - Digestive System,40527,Reconstruct lip with flap
Surgery - Digestive System,40530,Partial removal of lip
Surgery - Digestive System,40650,Repair lip
Surgery - Digestive System,40652,Repair lip
Surgery - Digestive System,40654,Repair lip
Surgery - Digestive System,40700,Repair cleft lip/nasal
Surgery - Digestive System,40701,Repair cleft lip/nasal
Surgery - Digestive System,40702,Repair cleft lip/nasal
Surgery - Digestive System,40720,Repair cleft lip/nasal
Surgery - Digestive System,40761,Repair cleft lip/nasal
Surgery - Digestive System,40799,Lip surgery procedure
Surgery - Digestive System,40800,Drainage of mouth lesion
Surgery - Digestive System,40801,Drainage of mouth lesion
Surgery - Digestive System,40804,"Removal, foreign body, mouth"
Surgery - Digestive System,40805,"Removal, foreign body, mouth"
Surgery - Digestive System,40806,Incision of lip fold
Surgery - Digestive System,40808,Biopsy of mouth lesion
Surgery - Digestive System,40810,Excision of mouth lesion
Surgery - Digestive System,40812,Excise/repair mouth lesion
Surgery - Digestive System,40814,Excise/repair mouth lesion
Surgery - Digestive System,40816,Excision of mouth lesion
Surgery - Digestive System,40818,Excise oral mucosa for graft
Surgery - Digestive System,40819,Excise lip or cheek fold
Surgery - Digestive System,40820,Treatment of mouth lesion
Surgery - Digestive System,40830,Repair mouth laceration
Surgery - Digestive System,40831,Repair mouth laceration
Surgery - Digestive System,40840,Reconstruction of mouth
Surgery - Digestive System,40842,Reconstruction of mouth
Surgery - Digestive System,40843,Reconstruction of mouth
Surgery - Digestive System,40844,Reconstruction of mouth
Surgery - Digestive System,40845,Reconstruction of mouth
Surgery - Digestive System,40899,Mouth surgery procedure
Surgery - Digestive System,41000,Drainage of mouth lesion
Surgery - Digestive System,41005,Drainage of mouth lesion
Surgery - Digestive System,41006,Drainage of mouth lesion
Surgery - Digestive System,41007,Drainage of mouth lesion
Surgery - Digestive System,41008,Drainage of mouth lesion
Surgery - Digestive System,41009,Drainage of mouth lesion
Surgery - Digestive System,41010,Incision of tongue fold
Surgery - Digestive System,41015,Drainage of mouth lesion
Surgery - Digestive System,41016,Drainage of mouth lesion
Surgery - Digestive System,41017,Drainage of mouth lesion
Surgery - Digestive System,41018,Drainage of mouth lesion
Surgery - Digestive System,41019,Place Needles H&N For Rt
Surgery - Digestive System,41100,Biopsy of tongue
Surgery - Digestive System,41105,Biopsy of tongue
Surgery - Digestive System,41108,Biopsy of floor of mouth
Surgery - Digestive System,41110,Excision of tongue lesion
Surgery - Digestive System,41112,Excision of tongue lesion
Surgery - Digestive System,41113,Excision of tongue lesion
Surgery - Digestive System,41114,Excision of tongue lesion
Surgery - Digestive System,41115,Excision of tongue fold
Surgery - Digestive System,41116,Excision of mouth lesion
Surgery - Digestive System,41120,Partial removal of tongue
Surgery - Digestive System,41130,Partial removal of tongue
Surgery - Digestive System,41135,Tongue and neck surgery
Surgery - Digestive System,41140,Removal of tongue
Surgery - Digestive System,41145,"Tongue removal, neck surgery"
Surgery - Digestive System,41150,"Tongue, mouth, jaw surgery"
Surgery - Digestive System,41153,"Tongue, mouth, neck surgery"
Surgery - Digestive System,41155,"Tongue, jaw, & neck surgery"
Surgery - Digestive System,41250,Repair tongue laceration
Surgery - Digestive System,41251,Repair tongue laceration
Surgery - Digestive System,41252,Repair tongue laceration
